model,task,from_lang,to_lang,success,valid,codebleu,bleu,meteor,rouge1,rouge2,rougeL,rougeLsum,chrF,ter,wer
deepseekcoder7b,dir_make,rs,java,1.0,1.0,0.4647582019046401,0.3147212638078352,0.6417115478355981,0.4871794871794872,0.3157894736842105,0.4615384615384615,0.4871794871794872,50.65244319556352,81.81818181818183,0.84375
yicoder9b,str_cmp,c,cpp,1.0,1.0,0.43966350804986976,0.4326295789805108,0.42634461989095707,0.44782608695652176,0.2576419213973799,0.3173913043478261,0.44782608695652176,48.04751011890661,85.65217391304348,0.8973214285714286
codellama7b,logic_ops,java,rs,1.0,0.0,0.3220738353523548,0.183080857875279,0.304006266678385,0.39999999999999997,0.20512820512820512,0.39999999999999997,0.39999999999999997,27.995117208439456,70.9090909090909,0.7169811320754716
deepseekcoder7b,str_match,py,cpp,1.0,0.0,0.37332753891628784,0.08454723240076727,0.29639661107291987,0.14836795252225518,0.0417910447761194,0.10682492581602375,0.14836795252225518,28.179734560287656,480.0,5.804347826086956
deepseekcoderv2,dir_make,js,go,1.0,0.0,0.3333333333333333,0.026435288617654044,0.11046344271732875,0.0,0.0,0.0,0.0,9.878339944819597,10100.0,98.0
deepseekcoder7b,file_create,js,java,1.0,0.0,0.2864650679748493,0.18932483722444865,0.444157745354511,0.2105263157894737,0.10714285714285714,0.19298245614035087,0.2105263157894737,43.26891475543653,178.3783783783784,1.8857142857142857
codegemma7b,int_arith,go,js,1.0,1.0,0.1371617872434712,0.17143236982255372,0.24604187398511057,0.25274725274725274,0.02222222222222222,0.16483516483516486,0.25274725274725274,24.204147306340065,92.56198347107438,0.918918918918919
dolphincoder7b,file_size,cpp,c,1.0,1.0,0.3440664320638172,0.34567581211875525,0.649564072291345,0.3428571428571428,0.2058823529411765,0.2857142857142857,0.3428571428571428,55.43871361162809,160.8695652173913,1.7
codeqwen,str_match,rs,py,1.0,1.0,0.20271203845907898,0.05572056991721176,0.25715171712460977,0.18181818181818182,0.0,0.10606060606060606,0.18181818181818182,22.401021326857627,204.8780487804878,2.4285714285714284
stablecode,file_create,js,py,1.0,0.0,0.3629912014620887,0.2371791126083058,0.4682067202337473,0.21739130434782608,0.09090909090909091,0.21739130434782608,0.21739130434782608,30.85649418986075,91.30434782608695,1.0476190476190477
codeqwen,file_size,go,java,1.0,1.0,0.3597448825268168,0.3614547426537781,0.465069366624644,0.3768115942028986,0.26865671641791045,0.31884057971014496,0.3768115942028986,56.36753709187302,128.0,1.375
stablecode,file_size,go,rs,1.0,1.0,0.2358417152520794,0.14326351928193046,0.27188343266136594,0.29213483146067415,0.06896551724137931,0.24719101123595505,0.29213483146067415,27.551904602568378,81.03448275862068,0.9056603773584906
codegeex4,str_append,js,py,1.0,1.0,0.5073721287130983,0.07935627934141626,0.32779720279720276,0.1739130434782609,0.0,0.1739130434782609,0.1739130434782609,15.535695424070028,93.33333333333333,0.9166666666666666
codegeex4,file_exists,rs,js,1.0,1.0,0.2835032008533598,0.09550706058447081,0.44110671936758894,0.03389830508474577,0.0,0.03389830508474577,0.03389830508474577,26.84741134047055,544.4444444444445,8.0
deepseekcoderv2,file_rename,rs,go,1.0,1.0,0.48485564147534366,0.35865949574488076,0.49582585604811336,0.38095238095238093,0.19512195121951217,0.38095238095238093,0.38095238095238093,67.7423827790512,325.0,3.533333333333333
yicoder9b,bit_ops,go,py,1.0,1.0,0.10301519048925156,0.006402912850532935,0.09558242117515262,0.16383307573415767,0.0310077519379845,0.09273570324574962,0.160741885625966,10.367235105408684,95.40918163672654,0.9500998003992016
dolphincoder7b,file_rename,rs,py,1.0,1.0,0.30965607106136606,0.3145039343955977,0.3744807634062743,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,48.0713739394275,183.33333333333331,2.0
granitecode8b,dir_make,js,c,1.0,0.0,0.18772221979889028,0.10574059870204941,0.3267676240649213,0.27956989247311825,0.08695652173913043,0.24731182795698925,0.27956989247311825,23.915025136067992,96.51162790697676,1.0625
deepseekcoder7b,str_append,c,py,1.0,1.0,0.38863257575085486,0.05283480938311693,0.37713512599357346,0.16666666666666669,0.04878048780487805,0.14285714285714285,0.14285714285714285,18.25274042622115,420.0,5.166666666666667
stablecode,str_prepend,py,java,1.0,1.0,0.4796295522877694,0.0,0.5020710059171598,0.21052631578947367,0.0,0.1754385964912281,0.21052631578947367,24.228822650399497,477.77777777777777,5.375
dolphincoder7b,file_exists,go,cpp,1.0,0.0,0.3788612679744906,0.2309949453255161,0.4758623738092037,0.4273504273504274,0.17391304347826084,0.358974358974359,0.4273504273504274,31.276611934605913,75.0,0.8307692307692308
yicoder2b,file_rename,cpp,js,1.0,1.0,0.4780017799671973,0.5062286290629173,0.7355868869046188,0.32,0.0,0.32,0.32,47.25413732315414,76.92307692307693,0.8888888888888888
codegemma7b,str_append,rs,java,1.0,1.0,0.49036367353547866,0.48911158483955336,0.6362845890235793,0.6666666666666666,0.45,0.6666666666666666,0.6666666666666666,52.420311472335,33.33333333333333,0.35
yicoder2b,int_arith,c,cpp,1.0,1.0,0.3966837817726919,0.24200696545863207,0.4170164233576643,0.39370078740157477,0.18253968253968256,0.33858267716535434,0.3700787401574803,41.28577395761281,210.29411764705884,2.1343283582089554
yicoder9b,str_concat,js,rs,1.0,1.0,0.4142925664040896,0.22678164590955743,0.637662614629985,0.25316455696202533,0.1038961038961039,0.25316455696202533,0.25316455696202533,34.77208361284902,263.15789473684214,2.7777777777777777
deepseekcoderv2,file_size,py,rs,1.0,1.0,0.1416132822146739,0.19459672710102283,0.314735382828138,0.26548672566371684,0.05405405405405406,0.24778761061946902,0.26548672566371684,28.80737383139814,82.75862068965517,0.9433962264150944
codegeex4,file_size,rs,js,1.0,1.0,0.34669156281073377,0.0,0.23001118255521383,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,15.69581225143923,657.1428571428571,9.0
yicoder2b,int_arith,go,c,1.0,1.0,0.19167111317752028,0.3138049277928931,0.42530683974063227,0.4083333333333334,0.20168067226890757,0.3416666666666667,0.4083333333333334,44.353593977092565,166.66666666666669,1.736842105263158
deepseekcoderv2,str_match,js,java,1.0,0.0,0.20382263591352154,0.0,0.22332506203473945,0.02877697841726618,0.0,0.02877697841726618,0.02877697841726618,15.315066383521225,878.5714285714287,11.181818181818182
dolphincoder7b,file_create,js,c,1.0,0.0,0.42642383179200044,0.26516258767257306,0.4056880604723227,0.30158730158730157,0.14516129032258063,0.30158730158730157,0.28571428571428575,40.68444419168415,89.65517241379311,0.9454545454545454
granitecode8b,file_size,c,rs,1.0,0.0,0.25907103131075926,0.16390750941689408,0.3725481095122666,0.21590909090909088,0.057471264367816084,0.20454545454545459,0.21590909090909088,31.011412440248716,174.13793103448276,1.8867924528301887
deepseekcoder7b,str_interp,c,py,1.0,1.0,0.19818173044825074,0.20191750001895692,0.5594611116335935,0.47619047619047616,0.2105263157894737,0.47619047619047616,0.47619047619047616,41.06647888124609,63.63636363636363,0.7777777777777778
granitecode3b,file_size,cpp,java,1.0,1.0,0.37596955707228535,0.2613549010318628,0.39102481337151984,0.23999999999999996,0.10958904109589039,0.23999999999999996,0.23999999999999996,44.63549610669701,164.0,1.625
magicoder7b,file_create,rs,c,1.0,0.0,0.3253434915296311,0.09431604734252437,0.35790403544687166,0.15476190476190477,0.03614457831325301,0.13095238095238093,0.15476190476190477,29.474693362582528,168.9655172413793,1.7636363636363637
granitecode3b,bit_ops,go,java,1.0,0.0,0.23081643275021052,0.2330114223719788,0.5849272758974473,0.23717948717948717,0.06451612903225806,0.1858974358974359,0.21794871794871795,46.10814853480845,210.8695652173913,2.142857142857143
dolphincoder7b,str_substring,c,py,1.0,1.0,0.22259031685772707,0.0,0.31103102921493575,0.21250000000000002,0.031446540880503145,0.125,0.20000000000000004,28.428163333534123,207.07070707070704,2.3372093023255816
deepseekcoder7b,str_concat,go,rs,1.0,1.0,0.4161953438179696,0.2761059804989809,0.6575396825396825,0.3076923076923077,0.12698412698412698,0.3076923076923077,0.3076923076923077,40.565738208320376,189.4736842105263,2.0
granitecode3b,bit_ops,cpp,rs,1.0,0.0,0.460862809268353,0.26113446187954237,0.5053151119035392,0.26382978723404255,0.08583690987124463,0.18723404255319148,0.26382978723404255,36.78898033968406,228.7878787878788,2.3692307692307693
deepseekcoderv2,logic_ops,cpp,c,1.0,0.0,0.37480420442568874,0.2316821999216249,0.7129629777445016,0.3711340206185567,0.06315789473684211,0.30927835051546393,0.35051546391752575,44.76703204205694,192.85714285714286,1.962962962962963
granitecode3b,str_interp,py,rs,1.0,0.0,0.35495466763796885,0.12268133842398518,0.28651286215596994,0.18181818181818182,0.07547169811320754,0.10909090909090907,0.14545454545454545,22.193419866814736,92.5,0.9487179487179487
granitecode3b,bit_ops,java,go,1.0,1.0,0.2151412780884166,0.14263070083085863,0.3243211474930097,0.19565217391304346,0.07692307692307691,0.13043478260869565,0.19565217391304346,27.488050406688913,91.34615384615384,0.9313725490196079
codellama7b,file_size,rs,go,1.0,0.0,0.4334059072475775,0.3563151157309398,0.5284773319758742,0.5405405405405405,0.25,0.4594594594594595,0.5405405405405405,49.92216097763567,81.25,1.0
yicoder2b,file_exists,java,rs,1.0,0.0,0.323640457433537,0.15335559721535943,0.29223943313738543,0.2765957446808511,0.08695652173913043,0.23404255319148937,0.2765957446808511,30.20626130810708,85.71428571428571,0.875
dolphincoder7b,str_prepend,c,js,1.0,1.0,0.34773350068166786,0.0,0.26212857232982145,0.15789473684210528,0.0,0.15789473684210528,0.15789473684210528,15.294309751348198,133.33333333333331,1.3333333333333333
codegemma7b,str_append,cpp,c,1.0,1.0,0.14593447155437655,0.12404121446254178,0.30145717189956367,0.3132530120481928,0.22222222222222224,0.3132530120481928,0.3132530120481928,28.42672466627531,79.6875,0.8225806451612904
deepseekcoderv2,file_create,cpp,go,1.0,1.0,0.35572495269948284,0.29523749982065295,0.4858329689743327,0.39189189189189194,0.2191780821917808,0.35135135135135126,0.39189189189189194,42.72197718722076,125.0,1.3653846153846154
stablecode,int_factors,java,py,1.0,0.0,0.21974934079795905,0.14299035794908008,0.29089722733692064,0.3181818181818182,0.06976744186046512,0.29545454545454547,0.3181818181818182,36.8287605210553,92.15686274509804,0.9215686274509803
yicoder2b,logic_ops,c,rs,1.0,0.0,0.3840434639010029,0.40291227591646783,0.4520931002579029,0.4262295081967214,0.21666666666666662,0.3770491803278689,0.4262295081967214,38.65796826827646,98.18181818181819,1.0566037735849056
yicoder9b,str_append,c,rs,1.0,1.0,0.4903394019047138,0.31017521623485705,0.47378725669099764,0.372093023255814,0.19512195121951217,0.372093023255814,0.372093023255814,36.38786351129794,73.07692307692307,0.7916666666666666
codeqwen,bit_ops,rs,js,1.0,1.0,0.1892982937810206,0.06132796255470618,0.42809085288993437,0.20118343195266275,0.0,0.16568047337278108,0.20118343195266275,19.06329235761203,126.08695652173914,1.161764705882353
granitecode8b,str_substring,rs,cpp,1.0,0.0,0.3948769149320138,0.19869810993961204,0.5192841237296909,0.36000000000000004,0.1616161616161616,0.33,0.36000000000000004,36.526717866026516,173.015873015873,1.819672131147541
dolphincoder7b,file_size,go,c,1.0,0.0,0.3925804964848384,0.38803664654817543,0.6688580546366325,0.3728813559322034,0.21052631578947367,0.3050847457627119,0.3728813559322034,56.5325201701675,117.3913043478261,1.25
deepseekcoderv2,str_prepend,c,go,1.0,1.0,0.3468816632508372,0.0,0.33938172043010756,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,9.527733187287584,255.55555555555554,2.625
granitecode8b,str_concat,c,go,1.0,1.0,0.5023108713933556,0.2824849410723246,0.42410273590346687,0.3937007874015748,0.19199999999999998,0.3464566929133858,0.3937007874015748,38.22592090532612,75.36231884057972,0.8088235294117647
granitecode3b,str_match,java,js,1.0,1.0,0.10766208625551262,0.005275671823478153,0.07229201263873386,0.06334841628959276,0.0,0.05429864253393665,0.06334841628959276,12.75304777559306,97.19101123595506,0.9819277108433735
codegeex4,str_concat,go,cpp,1.0,1.0,0.7178739657891602,0.6149018685798998,0.9002572679587483,0.6739130434782609,0.5777777777777777,0.6739130434782609,0.6739130434782609,75.66690418705583,82.35294117647058,0.875
codegemma7b,str_interp,cpp,c,1.0,1.0,0.4321192173995521,0.24235140278842063,0.6636525649766168,0.39999999999999997,0.22222222222222218,0.3692307692307692,0.39999999999999997,45.652689315605855,178.94736842105263,1.9444444444444444
codegeex4,str_interp,py,go,1.0,1.0,0.5813245814315944,0.6220165692585609,0.7803950870966234,0.6808510638297872,0.4888888888888889,0.5957446808510639,0.6808510638297872,71.33402452205175,44.0,0.6086956521739131
stablecode,file_create,py,js,1.0,0.0,0.2542369038511546,0.1404525493486595,0.42140708063510723,0.15384615384615385,0.05263157894736841,0.15384615384615385,0.15384615384615385,37.38420174560091,247.61904761904762,2.7222222222222223
codegeex4,str_append,py,js,1.0,1.0,0.4137907767994473,0.0,0.5653266331658291,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,17.521529865346416,77.77777777777779,0.7142857142857143
codeqwen,str_interp,go,c,1.0,1.0,0.4383925293414931,0.2892398783765397,0.7231168926886792,0.4242424242424243,0.25,0.393939393939394,0.4242424242424243,53.040262763017054,178.94736842105263,2.0
codegeex4,bit_ops,java,cpp,1.0,1.0,0.4953406186189859,0.46479384754089464,0.5256905736628523,0.5361305361305362,0.3700234192037471,0.4988344988344988,0.5314685314685315,43.1494355210813,62.93103448275862,0.6320346320346321
granitecode8b,file_exists,c,cpp,1.0,0.0,0.303383625046201,0.16287636959852353,0.4003660596325778,0.34061135371179035,0.07929515418502203,0.25327510917030566,0.3056768558951965,35.78591362243935,194.11764705882354,1.9538461538461538
granitecode3b,str_match,go,java,1.0,1.0,0.24677870127059123,0.0,0.17985611510791366,0.053691275167785234,0.0,0.053691275167785234,0.053691275167785234,23.307287649413198,417.8571428571429,5.318181818181818
yicoder2b,int_factors,rs,py,1.0,1.0,0.194853573481771,0.1345914184913063,0.3048337764056827,0.24242424242424243,0.061538461538461535,0.1818181818181818,0.24242424242424243,41.496891554627666,145.09803921568627,1.4509803921568627
codegeex4,file_size,py,java,1.0,1.0,0.4257163594239177,0.19720752394916008,0.449208018771989,0.19047619047619047,0.0970873786407767,0.19047619047619047,0.19047619047619047,43.751937638076335,280.0,2.7916666666666665
magicoder7b,file_rename,js,rs,1.0,0.0,0.3454952902810061,0.22202912057808374,0.35795990462797683,0.21538461538461537,0.031746031746031744,0.21538461538461537,0.21538461538461537,42.77488811996936,200.0,2.0
stablecode,str_prepend,go,js,1.0,1.0,0.4077393613072917,0.34337472619668863,0.2892561983471074,0.56,0.34782608695652173,0.56,0.56,30.971024983614548,60.0,0.75
yicoder9b,str_interp,c,rs,1.0,1.0,0.3910228701366917,0.07382302186531714,0.2594778325123152,0.33333333333333337,0.19230769230769232,0.29629629629629634,0.33333333333333337,22.947584137350972,80.0,0.8717948717948718
granitecode8b,int_factors,js,cpp,1.0,0.0,0.3759264335918568,0.2650608449599607,0.3509037406762457,0.47572815533980584,0.20588235294117646,0.4271844660194174,0.47572815533980584,38.72742785851557,65.42056074766354,0.7326732673267327
codegemma7b,file_exists,rs,java,1.0,1.0,0.35044506870968894,0.08628809171344762,0.3157163952130122,0.028985507246376812,0.0,0.028985507246376812,0.028985507246376812,32.03829337045954,1600.0,21.0
codellama7b,str_substring,cpp,java,1.0,1.0,0.2054193018562906,0.17422461449527113,0.31412611846434707,0.12048192771084339,0.012195121951219511,0.09638554216867469,0.12048192771084339,39.72088021310079,174.13793103448276,2.061224489795918
codeqwen,str_substring,cpp,py,1.0,1.0,0.18363823322961526,0.18143312077411908,0.271574025974026,0.3717948717948718,0.12987012987012986,0.21794871794871795,0.3589743589743589,25.40799136198139,83.83838383838383,0.8604651162790697
codellama7b,int_cmp,js,java,1.0,1.0,0.46927267564794767,0.3521284705769391,0.546229956803944,0.5935483870967742,0.3137254901960784,0.47741935483870973,0.5935483870967742,46.54470035057697,64.0,0.7027027027027027
granitecode3b,str_interp,cpp,c,1.0,0.0,0.5135314366515666,0.20582260527216759,0.5951678127659104,0.38095238095238093,0.2295081967213115,0.38095238095238093,0.38095238095238093,39.857779278418995,178.94736842105263,2.0
yicoder9b,str_concat,java,c,1.0,1.0,0.18715960942614318,0.32811668351550694,0.3881952765707453,0.41237113402061853,0.23157894736842105,0.35051546391752575,0.41237113402061853,46.39102353578684,75.43859649122807,0.8679245283018868
granitecode8b,dir_make,py,rs,1.0,0.0,0.3697587020682951,0.3931293775828417,0.5414856806301994,0.5263157894736842,0.23529411764705882,0.5263157894736842,0.5263157894736842,43.841336514934405,66.66666666666666,0.875
stablecode,int_cmp,c,js,1.0,0.0,0.14424882845301132,0.08834986238112696,0.2110998908296943,0.2631578947368421,0.1504424778761062,0.2105263157894737,0.2631578947368421,17.1362847334307,89.56043956043956,0.8806818181818182
dolphincoder7b,str_match,js,py,1.0,1.0,0.1327421137506234,0.0,0.24841808270422341,0.09691629955947137,0.0,0.07048458149779736,0.09691629955947137,16.630707758242742,434.1463414634147,4.6571428571428575
codeqwen,str_match,cpp,js,1.0,1.0,0.1942035231149226,0.02759951038462173,0.11253035121917854,0.14634146341463414,0.00819672131147541,0.1056910569105691,0.14634146341463414,14.321016068997533,93.82022471910112,0.927710843373494
granitecode8b,str_append,java,py,1.0,1.0,0.4323721287130984,0.0,0.2857081618655693,0.1739130434782609,0.0,0.1739130434782609,0.1739130434782609,22.042577631278814,93.33333333333333,0.8333333333333334
deepseekcoder7b,str_append,py,js,1.0,1.0,0.4137907767994473,0.0,0.5653266331658291,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,17.521529865346416,77.77777777777779,0.7142857142857143
codegeex4,str_prepend,rs,java,1.0,1.0,0.1207786801070979,0.0,0.19553072625698326,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,23.889537943831563,222.22222222222223,2.375
granitecode3b,file_create,java,py,1.0,0.0,0.3343338293058184,0.3998959678221762,0.4884075561976257,0.31111111111111117,0.09302325581395349,0.2666666666666666,0.31111111111111117,41.033145129743815,86.95652173913044,0.9047619047619048
deepseekcoderv2,file_exists,java,go,1.0,1.0,0.3900358501311778,0.26725413278935745,0.4062936394273628,0.3119266055045871,0.205607476635514,0.3119266055045871,0.3119266055045871,40.26909289657021,118.6046511627907,1.3
deepseekcoder7b,str_interp,py,go,1.0,0.0,0.3332069125014313,0.3964438248373576,0.660079001019368,0.6222222222222222,0.32558139534883723,0.5333333333333332,0.6222222222222222,56.27063761875591,52.0,0.6956521739130435
magicoder7b,int_factors,c,py,1.0,1.0,0.27268783828516147,0.17020556857203376,0.4073272226230052,0.33043478260869563,0.07079646017699115,0.2782608695652174,0.31304347826086953,45.099368348413776,105.88235294117648,1.0784313725490196
codeqwen,str_concat,c,go,1.0,1.0,0.2805146300790566,0.17849450202963538,0.3299943830743307,0.33663366336633666,0.1616161616161616,0.31683168316831684,0.33663366336633666,23.248160100593104,79.71014492753623,0.8235294117647058
granitecode8b,int_cmp,js,py,1.0,1.0,0.24836237228905678,0.1376902231538746,0.41505093481355054,0.3508771929824562,0.21428571428571425,0.2982456140350877,0.3508771929824562,39.308019140738416,113.04347826086956,1.119047619047619
dolphincoder7b,str_concat,java,rs,1.0,1.0,0.5808495009353631,0.4676266059457442,0.8004488585304073,0.5128205128205129,0.27027027027027023,0.5128205128205129,0.5128205128205129,59.68017225697398,57.89473684210527,0.6111111111111112
codegeex4,logic_ops,go,rs,1.0,0.0,0.3272331300948472,0.19736602860556657,0.32040535772143364,0.48192771084337355,0.2222222222222222,0.43373493975903615,0.48192771084337355,31.19957386861365,67.27272727272727,0.6792452830188679
codeqwen,file_create,c,go,1.0,1.0,0.3497908485916052,0.28606379887549055,0.4757424841091437,0.3717948717948718,0.2077922077922078,0.3333333333333333,0.3717948717948718,43.05959663236141,141.07142857142858,1.5384615384615385
granitecode8b,dir_make,rs,cpp,1.0,0.0,0.21997951965490914,0.2770325858904988,0.46184027924114807,0.43956043956043955,0.1348314606741573,0.37362637362637363,0.43956043956043955,43.4697172207048,69.81132075471697,0.8235294117647058
magicoder7b,str_prepend,js,java,1.0,1.0,0.33552947320804993,0.0,0.3616898148148149,0.18867924528301888,0.0,0.1509433962264151,0.18867924528301888,22.221311652050893,444.44444444444446,5.0
codegeex4,int_cmp,go,cpp,1.0,1.0,0.5270209263233792,0.40163369457102127,0.5935468090086431,0.56,0.300578034682081,0.5142857142857142,0.5485714285714285,47.08119774978983,57.30337078651685,0.5909090909090909
deepseekcoderv2,str_concat,rs,cpp,1.0,1.0,0.771957694976519,0.8207201042983869,0.8819444444444444,0.8615384615384616,0.761904761904762,0.8615384615384616,0.8615384615384616,83.55450591935394,17.647058823529413,0.1875
yicoder9b,file_size,cpp,rs,1.0,1.0,0.26051840075221355,0.24046260062582578,0.35128918577679286,0.32258064516129037,0.0819672131147541,0.2903225806451613,0.32258064516129037,33.70087427865581,91.37931034482759,1.0
codegemma7b,logic_ops,js,cpp,1.0,0.0,0.4434602923167902,0.33914049020669607,0.6055886320957867,0.5625,0.3829787234042553,0.5625,0.5625,34.585352931492125,51.78571428571429,0.5272727272727272
dolphincoder7b,bit_ops,java,rs,1.0,0.0,0.468079743840652,0.22538406284752802,0.41986097929524685,0.28571428571428575,0.1222707423580786,0.19047619047619044,0.28571428571428575,38.1675484646997,219.6969696969697,2.2
yicoder2b,file_create,go,c,1.0,0.0,0.41841375858592134,0.17786141297016275,0.4322775083512014,0.2295081967213115,0.12154696132596686,0.17486338797814208,0.2295081967213115,36.67732134093249,189.6551724137931,1.9090909090909092
codeqwen,str_cmp,go,js,1.0,1.0,0.3702905752295168,0.03781933582772175,0.2277151743231676,0.12017167381974247,0.0,0.06008583690987124,0.12017167381974247,22.572566696397374,152.22222222222223,1.5731707317073171
deepseekcoder7b,str_interp,js,c,1.0,1.0,0.3642604823919995,0.1599342698736402,0.5929376382743363,0.2857142857142857,0.14634146341463417,0.2857142857142857,0.2857142857142857,42.47832573324287,284.2105263157895,3.0
dolphincoder7b,file_create,py,js,1.0,1.0,0.20749358120795797,0.21851579931212545,0.4809779587174511,0.20833333333333334,0.0,0.16666666666666666,0.20833333333333334,32.44964435200014,114.28571428571428,1.1111111111111112
granitecode3b,str_append,cpp,c,1.0,0.0,0.11049797330913616,0.03288309086013565,0.22582731554160124,0.2469135802469136,0.12658227848101264,0.2469135802469136,0.2469135802469136,17.850350549584242,84.375,0.8870967741935484
stablecode,logic_ops,rs,js,1.0,1.0,0.3214337754719401,0.0923536357668912,0.3933964793137343,0.18749999999999997,0.03225806451612903,0.18749999999999997,0.18749999999999997,17.557705183599033,130.76923076923077,1.24
codegemma7b,bit_ops,java,go,1.0,0.0,0.15324993854601743,0.09638438689357383,0.2694107756453235,0.15853658536585366,0.024691358024691357,0.13414634146341461,0.15853658536585366,22.90689586786862,90.38461538461539,0.9117647058823529
magicoder7b,logic_ops,go,js,1.0,1.0,0.5356073785501848,0.4589954395491463,0.7777845824336703,0.5964912280701755,0.4363636363636364,0.5964912280701755,0.5964912280701755,45.80664880011303,53.84615384615385,0.56
granitecode8b,str_match,py,cpp,1.0,0.0,0.3342037177563928,0.09360135010110489,0.3519103229527106,0.2076923076923077,0.04651162790697674,0.14615384615384616,0.2076923076923077,31.226261998490962,341.8181818181818,4.1521739130434785
codeqwen,file_exists,java,js,1.0,1.0,0.4671082514177708,0.07893285103082556,0.356974138861894,0.01851851851851852,0.0,0.01851851851851852,0.01851851851851852,25.560637823296155,1088.888888888889,15.5
yicoder2b,str_substring,cpp,java,1.0,1.0,0.21694146226098338,0.21098529017732845,0.2987503577259373,0.13333333333333333,0.016949152542372878,0.13333333333333333,0.13333333333333333,34.549056060980305,101.72413793103448,1.1428571428571428
deepseekcoder7b,str_concat,java,js,1.0,1.0,0.5677110018537601,0.27275269207186936,0.6256273001003679,0.5,0.36363636363636365,0.5,0.5,39.2660774989865,125.0,1.1428571428571428
yicoder2b,str_concat,c,java,1.0,1.0,0.46617889743202,0.27463697542963944,0.5856929866412214,0.41584158415841577,0.26262626262626265,0.37623762376237624,0.41584158415841577,60.57363128383242,192.85714285714286,2.037037037037037
dolphincoder7b,str_prepend,go,js,1.0,1.0,0.361290784806562,0.1971903602140518,0.6403420281500697,0.3571428571428571,0.15384615384615383,0.28571428571428575,0.3571428571428571,22.465780545177406,80.0,0.9166666666666666
codegeex4,str_concat,go,rs,1.0,1.0,0.4226393392951847,0.20543404891860084,0.6372344856309871,0.27906976744186046,0.11904761904761905,0.27906976744186046,0.27906976744186046,33.66742638164062,289.4736842105263,3.0555555555555554
granitecode8b,str_match,rs,py,1.0,0.0,0.17714901271292066,0.06522386398148786,0.25510204081632654,0.2,0.0,0.12307692307692308,0.2,22.65688632993802,202.4390243902439,2.1714285714285713
codegemma7b,str_cmp,cpp,py,1.0,1.0,0.2381654244698135,0.19549157199761985,0.28278769475446736,0.2222222222222222,0.11618257261410787,0.17283950617283952,0.2222222222222222,32.073106018837805,86.23188405797102,0.8880597014925373
deepseekcoderv2,file_create,js,go,1.0,1.0,0.39382149019936624,0.3675260358799034,0.44428094078780456,0.375,0.23809523809523808,0.34375000000000006,0.375,45.45994037358889,96.42857142857143,1.0961538461538463
dolphincoder7b,file_create,js,py,1.0,1.0,0.3844324084214553,0.23793196091042726,0.5120258529349438,0.3103448275862069,0.07142857142857142,0.3103448275862069,0.3103448275862069,39.59611731398886,134.7826086956522,1.3333333333333333
yicoder2b,str_match,go,py,1.0,1.0,0.23688132075494203,0.0,0.20263781410715145,0.07766990291262135,0.0,0.07766990291262135,0.07766990291262135,19.278658844840052,143.90243902439025,1.6857142857142857
yicoder2b,str_append,js,java,1.0,1.0,0.4139097155989377,0.2816658379568081,0.6090568475452196,0.4444444444444444,0.22857142857142856,0.4166666666666667,0.4444444444444444,53.6979050834486,171.42857142857142,1.8
yicoder9b,str_interp,go,java,1.0,1.0,0.29386931929183524,0.2615084931931124,0.6661679536679537,0.4102564102564103,0.16216216216216217,0.2564102564102564,0.4102564102564103,45.26504205385025,153.84615384615387,1.75
stablecode,file_rename,rs,py,1.0,0.0,0.29866857363212596,0.23801345766542392,0.3508771929824561,0.10256410256410256,0.02631578947368421,0.10256410256410256,0.10256410256410256,48.49942300845601,311.11111111111114,3.5
codegemma7b,str_interp,cpp,go,1.0,1.0,0.5482341749177455,0.3542475880566279,0.666388642413487,0.576271186440678,0.38596491228070173,0.576271186440678,0.576271186440678,51.87474275718442,68.0,0.782608695652174
stablecode,str_concat,java,cpp,1.0,1.0,0.503103088959722,0.45458938036204155,0.6631631631631633,0.7246376811594202,0.5074626865671642,0.7246376811594202,0.7246376811594202,62.82984759230268,29.411764705882355,0.3125
deepseekcoderv2,int_arith,js,cpp,1.0,1.0,0.27644080375049696,0.23422767587087207,0.6243945255260537,0.43200000000000005,0.217741935483871,0.32,0.4000000000000001,42.63698873394423,207.3529411764706,2.1791044776119404
granitecode3b,str_append,go,c,1.0,0.0,0.09107803542651387,0.03584281523320286,0.23571611580835253,0.25,0.1282051282051282,0.25,0.25,18.45606050660307,84.375,0.9032258064516129
codegemma7b,dir_make,go,js,1.0,1.0,0.23474516504329077,0.1834226999111809,0.24682148721557592,0.34234234234234234,0.09174311926605505,0.2522522522522523,0.34234234234234234,31.700481773011504,81.81818181818183,0.84
magicoder7b,file_rename,java,c,1.0,1.0,0.3668829872700658,0.08322525231233247,0.4363560620597797,0.06542056074766354,0.028301886792452834,0.06542056074766354,0.06542056074766354,29.95697964750968,1193.75,12.6
magicoder7b,file_create,py,c,1.0,1.0,0.4214987382316645,0.16255301520715287,0.361352882573837,0.16393442622950818,0.07734806629834254,0.14207650273224043,0.16393442622950818,34.75402568641984,193.10344827586206,1.9636363636363636
