model,task,from_lang,to_lang,success,valid
granitecode8b,file_size,c,cpp,1.0,0.0
codegeex4,file_rename,cpp,java,1.0,1.0
codeqwen,int_arith,js,go,1.0,1.0
granitecode3b,int_cmp,rs,c,1.0,0.0
codegemma7b,str_concat,js,rs,1.0,0.0
codellama7b,str_interp,go,cpp,1.0,0.0
qwen2.5coder2b,logic_ops,js,rs,1.0,0.0
stablecode,file_create,java,js,1.0,0.0
stablecode,bit_ops,cpp,java,1.0,0.0
granitecode8b,bit_ops,go,c,1.0,1.0
granitecode3b,int_arith,cpp,c,1.0,0.0
magicoder7b,str_cmp,cpp,rs,1.0,0.0
stablecode,file_rename,js,rs,1.0,0.0
stablecode,dir_make,py,c,1.0,0.0
yicoder2b,int_factors,java,c,1.0,0.0
codegemma7b,file_size,rs,java,1.0,0.0
yicoder2b,bit_ops,c,go,1.0,0.0
granitecode8b,str_match,js,rs,1.0,0.0
stablecode,logic_ops,py,rs,1.0,1.0
codegeex4,logic_ops,cpp,c,1.0,1.0
stablecode,str_substring,c,go,1.0,0.0
codeqwen,str_match,c,java,1.0,1.0
dolphincoder7b,file_rename,java,c,1.0,0.0
codellama7b,str_substring,py,rs,1.0,0.0
qwen2.5coder2b,int_factors,py,c,1.0,0.0
codellama7b,bit_ops,js,c,1.0,1.0
yicoder9b,file_rename,py,c,1.0,1.0
magicoder7b,str_cmp,py,c,1.0,0.0
deepseekcoderv2,file_rename,java,go,1.0,1.0
codegemma7b,str_match,rs,go,1.0,0.0
qwen2.5coder2b,file_size,rs,java,1.0,0.0
yicoder9b,int_arith,py,rs,1.0,0.0
granitecode3b,dir_make,c,go,1.0,0.0
codeqwen,int_arith,rs,go,1.0,0.0
granitecode3b,file_exists,cpp,c,1.0,0.0
granitecode3b,bit_ops,cpp,c,1.0,0.0
yicoder2b,int_factors,go,c,1.0,0.0
dolphincoder7b,str_prepend,js,rs,1.0,0.0
granitecode3b,logic_ops,rs,cpp,1.0,0.0
stablecode,file_rename,cpp,js,1.0,0.0
codegeex4,file_exists,cpp,rs,1.0,0.0
yicoder2b,str_match,py,rs,1.0,0.0
magicoder7b,logic_ops,js,rs,1.0,0.0
qwen2.5coder2b,str_match,js,cpp,1.0,0.0
qwen2.5coder7b,file_create,rs,c,1.0,1.0
codeqwen,str_cmp,js,rs,1.0,1.0
codegemma7b,dir_make,js,rs,1.0,1.0
stablecode,str_prepend,java,c,1.0,0.0
stablecode,dir_make,py,go,1.0,0.0
granitecode3b,int_factors,js,cpp,1.0,0.0
qwen2.5coder2b,str_interp,rs,cpp,1.0,0.0
codellama7b,file_size,go,c,1.0,0.0
dolphincoder7b,int_arith,rs,cpp,1.0,1.0
stablecode,file_size,go,c,1.0,0.0
stablecode,file_create,cpp,java,1.0,0.0
dolphincoder7b,str_interp,go,rs,1.0,0.0
granitecode8b,str_cmp,java,py,1.0,0.0
yicoder2b,str_cmp,js,java,1.0,1.0
granitecode8b,dir_make,go,py,1.0,0.0
qwen2.5coder2b,file_exists,js,c,1.0,0.0
codellama7b,logic_ops,js,go,1.0,0.0
stablecode,str_substring,java,py,1.0,0.0
qwen2.5coder2b,logic_ops,go,cpp,1.0,0.0
granitecode3b,file_size,c,go,1.0,0.0
codegemma7b,file_create,rs,go,1.0,0.0
magicoder7b,file_create,js,c,1.0,0.0
codeqwen,file_rename,java,cpp,1.0,0.0
granitecode8b,bit_ops,cpp,go,1.0,0.0
dolphincoder7b,file_create,rs,c,1.0,1.0
qwen2.5coder2b,str_cmp,py,c,1.0,0.0
codellama7b,str_interp,cpp,c,1.0,0.0
codeqwen,file_size,java,c,1.0,0.0
qwen2.5coder2b,file_create,js,rs,1.0,1.0
dolphincoder7b,str_substring,py,java,1.0,0.0
stablecode,str_cmp,go,js,1.0,1.0
granitecode8b,dir_make,rs,c,1.0,0.0
granitecode3b,str_substring,java,rs,1.0,1.0
codeqwen,int_cmp,c,rs,1.0,1.0
magicoder7b,bit_ops,java,c,1.0,0.0
codegeex4,int_factors,go,cpp,1.0,1.0
codegemma7b,file_size,rs,go,1.0,0.0
codegemma7b,str_interp,go,cpp,1.0,0.0
qwen2.5coder7b,file_create,c,cpp,1.0,0.0
yicoder9b,file_create,js,cpp,1.0,0.0
stablecode,str_concat,c,java,1.0,0.0
yicoder9b,str_prepend,c,cpp,1.0,1.0
codellama7b,str_concat,py,go,1.0,0.0
magicoder7b,str_substring,java,c,1.0,1.0
stablecode,file_exists,cpp,java,1.0,0.0
stablecode,file_rename,c,cpp,1.0,0.0
yicoder2b,file_size,java,go,1.0,0.0
codeqwen,logic_ops,c,rs,1.0,0.0
dolphincoder7b,str_substring,rs,go,1.0,0.0
yicoder9b,logic_ops,c,go,1.0,1.0
granitecode8b,file_size,js,rs,1.0,0.0
granitecode3b,logic_ops,c,rs,1.0,1.0
dolphincoder7b,bit_ops,c,rs,1.0,1.0
deepseekcoder7b,str_match,js,java,1.0,0.0
codellama7b,dir_make,js,go,1.0,1.0
codegemma7b,str_prepend,js,go,1.0,1.0
granitecode8b,file_exists,rs,py,1.0,0.0
deepseekcoder7b,str_cmp,py,c,1.0,1.0
codegeex4,bit_ops,js,cpp,1.0,0.0
granitecode8b,file_rename,c,cpp,1.0,0.0
deepseekcoder7b,str_append,rs,c,1.0,1.0
stablecode,str_cmp,rs,py,1.0,0.0
deepseekcoder7b,str_substring,py,cpp,1.0,0.0
codeqwen,file_rename,cpp,c,1.0,1.0
codellama7b,logic_ops,cpp,c,1.0,0.0
qwen2.5coder7b,str_append,js,rs,1.0,1.0
dolphincoder7b,bit_ops,go,c,1.0,0.0
qwen2.5coder7b,dir_make,go,cpp,1.0,0.0
granitecode8b,str_append,js,rs,1.0,1.0
codellama7b,int_factors,cpp,go,1.0,1.0
granitecode8b,dir_make,go,cpp,1.0,0.0
magicoder7b,str_cmp,py,rs,1.0,0.0
deepseekcoderv2,int_factors,rs,go,1.0,1.0
yicoder2b,bit_ops,cpp,rs,1.0,0.0
qwen2.5coder7b,file_exists,rs,c,1.0,1.0
stablecode,file_rename,cpp,java,1.0,0.0
codegemma7b,int_factors,java,cpp,1.0,1.0
dolphincoder7b,bit_ops,py,rs,1.0,0.0
deepseekcoderv2,file_size,rs,c,1.0,0.0
granitecode3b,str_substring,c,py,1.0,0.0
deepseekcoder7b,file_rename,cpp,java,1.0,0.0
qwen2.5coder2b,str_substring,js,cpp,1.0,0.0
stablecode,file_exists,c,py,1.0,0.0
granitecode3b,logic_ops,c,cpp,1.0,0.0
magicoder7b,int_factors,java,c,1.0,0.0
granitecode8b,str_substring,go,cpp,1.0,0.0
qwen2.5coder2b,bit_ops,java,rs,1.0,0.0
codegemma7b,int_cmp,cpp,rs,1.0,0.0
stablecode,int_factors,rs,py,1.0,0.0
deepseekcoder7b,str_cmp,cpp,go,1.0,0.0
codellama7b,str_cmp,java,go,1.0,0.0
stablecode,bit_ops,go,py,1.0,0.0
yicoder9b,dir_make,py,rs,1.0,1.0
granitecode8b,str_append,java,c,1.0,0.0
stablecode,dir_make,cpp,go,1.0,0.0
codellama7b,str_substring,cpp,rs,1.0,0.0
codegeex4,str_substring,java,rs,1.0,0.0
codeqwen,bit_ops,rs,java,1.0,1.0
stablecode,logic_ops,cpp,rs,1.0,0.0
qwen2.5coder2b,str_match,py,java,1.0,1.0
granitecode3b,str_append,py,java,1.0,0.0
codegemma7b,str_match,c,rs,1.0,1.0
dolphincoder7b,file_exists,rs,cpp,1.0,0.0
deepseekcoderv2,file_create,go,c,1.0,1.0
codeqwen,bit_ops,c,rs,1.0,0.0
deepseekcoder7b,str_cmp,rs,c,1.0,0.0
granitecode8b,logic_ops,go,c,1.0,0.0
dolphincoder7b,logic_ops,rs,py,1.0,0.0
yicoder9b,int_arith,java,rs,1.0,1.0
dolphincoder7b,str_cmp,js,rs,1.0,1.0
stablecode,str_append,c,go,1.0,1.0
stablecode,str_interp,js,java,1.0,0.0
magicoder7b,bit_ops,js,rs,1.0,0.0
qwen2.5coder2b,file_rename,rs,cpp,1.0,0.0
yicoder9b,str_substring,java,rs,1.0,0.0
magicoder7b,bit_ops,java,rs,1.0,0.0
deepseekcoder7b,file_exists,cpp,java,1.0,0.0
yicoder2b,file_exists,c,rs,1.0,0.0
stablecode,str_interp,c,go,1.0,0.0
qwen2.5coder7b,int_arith,js,go,1.0,0.0
granitecode3b,str_cmp,go,py,1.0,0.0
codegemma7b,str_concat,js,java,1.0,0.0
granitecode8b,str_substring,java,cpp,1.0,0.0
codeqwen,file_size,js,rs,1.0,1.0
granitecode3b,dir_make,py,go,1.0,0.0
qwen2.5coder2b,file_create,java,c,1.0,0.0
magicoder7b,str_substring,js,rs,1.0,0.0
stablecode,int_factors,go,js,1.0,0.0
codeqwen,str_match,go,cpp,1.0,0.0
qwen2.5coder2b,str_cmp,java,rs,1.0,0.0
codegemma7b,file_rename,rs,cpp,1.0,0.0
codegemma7b,file_rename,js,go,1.0,0.0
dolphincoder7b,int_cmp,c,rs,1.0,0.0
granitecode3b,file_size,rs,go,1.0,1.0
stablecode,bit_ops,rs,js,1.0,0.0
codellama7b,bit_ops,java,go,1.0,0.0
qwen2.5coder2b,str_cmp,rs,c,1.0,1.0
dolphincoder7b,file_create,py,c,1.0,0.0
granitecode8b,file_size,java,c,1.0,0.0
stablecode,file_size,cpp,go,1.0,0.0
magicoder7b,dir_make,cpp,java,1.0,1.0
codellama7b,str_interp,go,rs,1.0,0.0
codegeex4,int_factors,go,c,1.0,0.0
granitecode8b,dir_make,py,c,1.0,0.0
stablecode,file_create,js,cpp,1.0,0.0
qwen2.5coder2b,file_exists,go,cpp,1.0,0.0
dolphincoder7b,str_prepend,java,c,1.0,0.0
qwen2.5coder7b,file_rename,java,rs,1.0,1.0
magicoder7b,logic_ops,java,c,1.0,0.0
stablecode,int_arith,rs,cpp,1.0,0.0
deepseekcoderv2,bit_ops,java,cpp,1.0,0.0
codegemma7b,str_interp,rs,go,1.0,0.0
qwen2.5coder7b,str_substring,go,rs,1.0,1.0
magicoder7b,int_factors,rs,c,1.0,0.0
dolphincoder7b,int_factors,js,c,1.0,0.0
yicoder9b,str_match,java,go,1.0,1.0
granitecode8b,file_create,java,py,1.0,0.0
codegemma7b,logic_ops,cpp,go,1.0,0.0
granitecode3b,str_interp,go,py,1.0,1.0
granitecode8b,str_concat,py,cpp,1.0,0.0
codegeex4,file_rename,rs,go,1.0,1.0
stablecode,logic_ops,rs,java,1.0,0.0
granitecode8b,int_arith,rs,go,1.0,1.0
dolphincoder7b,str_prepend,c,cpp,1.0,0.0
codegemma7b,file_exists,go,cpp,1.0,0.0
codeqwen,file_rename,js,cpp,1.0,0.0
granitecode3b,int_arith,java,c,1.0,0.0
qwen2.5coder7b,str_prepend,java,rs,1.0,1.0
codegemma7b,dir_make,java,c,1.0,1.0
yicoder2b,bit_ops,js,go,1.0,0.0
yicoder9b,bit_ops,py,rs,1.0,0.0
stablecode,file_size,c,go,1.0,0.0
qwen2.5coder7b,file_create,py,c,1.0,1.0
codellama7b,int_cmp,cpp,go,1.0,0.0
deepseekcoder7b,bit_ops,go,rs,1.0,0.0
stablecode,file_rename,java,c,1.0,0.0
stablecode,int_cmp,rs,go,1.0,0.0
qwen2.5coder7b,int_factors,go,rs,1.0,0.0
yicoder2b,str_substring,go,rs,1.0,0.0
yicoder2b,int_factors,js,rs,1.0,0.0
deepseekcoder7b,logic_ops,cpp,java,1.0,0.0
stablecode,str_concat,py,cpp,1.0,0.0
granitecode8b,str_match,java,c,1.0,0.0
magicoder7b,logic_ops,js,java,1.0,0.0
stablecode,str_concat,py,java,1.0,0.0
dolphincoder7b,file_exists,py,c,1.0,1.0
codegeex4,file_exists,py,rs,1.0,0.0
granitecode3b,str_match,rs,go,1.0,0.0
codegemma7b,file_size,go,c,1.0,0.0
yicoder2b,file_rename,java,rs,1.0,0.0
qwen2.5coder2b,logic_ops,java,c,1.0,1.0
codegemma7b,str_concat,java,c,1.0,1.0
codegemma7b,file_create,py,cpp,1.0,0.0
yicoder9b,str_cmp,java,c,1.0,1.0
codegemma7b,str_interp,py,java,1.0,0.0
qwen2.5coder2b,str_match,java,js,1.0,1.0
yicoder9b,file_rename,rs,c,1.0,0.0
codeqwen,bit_ops,py,rs,1.0,1.0
granitecode3b,str_append,cpp,go,1.0,0.0
granitecode3b,int_cmp,py,c,1.0,0.0
granitecode3b,str_append,rs,go,1.0,0.0
codeqwen,file_size,c,cpp,1.0,0.0
codegeex4,str_cmp,py,c,1.0,0.0
dolphincoder7b,file_rename,js,rs,1.0,0.0
granitecode8b,dir_make,cpp,c,1.0,0.0
stablecode,logic_ops,c,rs,1.0,0.0
codegemma7b,str_substring,java,go,1.0,0.0
yicoder2b,bit_ops,js,cpp,1.0,1.0
qwen2.5coder2b,file_create,py,cpp,1.0,0.0
granitecode8b,str_prepend,js,c,1.0,0.0
codeqwen,str_match,js,rs,1.0,0.0
qwen2.5coder7b,file_size,js,c,1.0,0.0
stablecode,dir_make,rs,c,1.0,0.0
yicoder2b,bit_ops,rs,go,1.0,0.0
stablecode,int_cmp,cpp,c,1.0,0.0
yicoder9b,int_factors,c,java,1.0,1.0
dolphincoder7b,int_factors,rs,cpp,1.0,0.0
granitecode8b,int_factors,js,c,1.0,0.0
granitecode3b,dir_make,rs,c,1.0,0.0
codegemma7b,file_size,java,cpp,1.0,0.0
granitecode3b,int_factors,java,c,1.0,0.0
granitecode3b,str_cmp,py,cpp,1.0,0.0
magicoder7b,dir_make,java,c,1.0,1.0
granitecode8b,int_factors,py,go,1.0,0.0
granitecode3b,logic_ops,js,java,1.0,0.0
stablecode,int_factors,cpp,go,1.0,0.0
granitecode8b,int_arith,js,go,1.0,1.0
codellama7b,dir_make,js,cpp,1.0,0.0
deepseekcoder7b,file_create,rs,cpp,1.0,0.0
codegemma7b,str_prepend,go,java,1.0,0.0
deepseekcoder7b,dir_make,cpp,rs,1.0,1.0
stablecode,str_substring,go,c,1.0,0.0
granitecode8b,int_cmp,c,cpp,1.0,0.0
codegemma7b,str_interp,js,go,1.0,1.0
codegeex4,file_size,go,rs,1.0,1.0
stablecode,str_prepend,rs,java,1.0,0.0
dolphincoder7b,file_exists,py,go,1.0,1.0
dolphincoder7b,file_create,java,go,1.0,1.0
codellama7b,str_match,java,go,1.0,0.0
qwen2.5coder7b,int_factors,py,rs,1.0,1.0
yicoder2b,str_substring,py,rs,1.0,0.0
stablecode,file_size,rs,js,1.0,0.0
dolphincoder7b,int_arith,rs,go,1.0,0.0
yicoder9b,bit_ops,go,rs,1.0,1.0
stablecode,logic_ops,go,cpp,1.0,0.0
codegeex4,dir_make,go,cpp,1.0,0.0
deepseekcoder7b,bit_ops,py,rs,1.0,0.0
stablecode,file_size,go,py,1.0,0.0
stablecode,file_create,js,rs,1.0,0.0
granitecode3b,str_concat,js,java,1.0,0.0
codeqwen,int_factors,rs,go,1.0,1.0
granitecode8b,int_cmp,java,c,1.0,0.0
granitecode3b,str_prepend,py,java,1.0,0.0
codellama7b,file_rename,c,cpp,1.0,0.0
dolphincoder7b,str_substring,c,rs,1.0,0.0
yicoder2b,int_arith,py,go,1.0,0.0
dolphincoder7b,str_match,java,c,1.0,0.0
qwen2.5coder7b,file_size,go,cpp,1.0,0.0
granitecode8b,file_exists,py,c,1.0,0.0
qwen2.5coder7b,str_substring,py,rs,1.0,1.0
codellama7b,str_substring,py,java,1.0,0.0
magicoder7b,dir_make,go,java,1.0,0.0
granitecode3b,bit_ops,py,cpp,1.0,0.0
magicoder7b,str_prepend,rs,c,1.0,1.0
stablecode,int_factors,java,rs,1.0,0.0
stablecode,int_cmp,js,go,1.0,0.0
stablecode,file_exists,go,c,1.0,0.0
stablecode,file_create,cpp,c,1.0,0.0
qwen2.5coder7b,str_substring,rs,c,1.0,0.0
granitecode3b,str_match,js,go,1.0,0.0
granitecode3b,str_cmp,js,java,1.0,0.0
codegeex4,int_arith,go,c,1.0,1.0
dolphincoder7b,file_create,java,c,1.0,0.0
codegeex4,str_match,go,rs,1.0,1.0
codeqwen,int_arith,cpp,go,1.0,1.0
yicoder9b,logic_ops,java,cpp,1.0,1.0
stablecode,str_substring,rs,js,1.0,0.0
stablecode,str_interp,js,rs,1.0,0.0
granitecode3b,str_cmp,rs,c,1.0,1.0
stablecode,int_factors,py,js,1.0,0.0
codegemma7b,int_factors,go,cpp,1.0,0.0
qwen2.5coder7b,bit_ops,c,go,1.0,1.0
granitecode3b,dir_make,c,cpp,1.0,0.0
granitecode3b,str_concat,py,c,1.0,0.0
stablecode,str_match,js,cpp,1.0,0.0
codegeex4,bit_ops,c,go,1.0,1.0
stablecode,str_match,rs,js,1.0,1.0
stablecode,int_factors,js,py,1.0,0.0
yicoder2b,int_cmp,rs,js,1.0,1.0
magicoder7b,int_cmp,cpp,rs,1.0,0.0
granitecode8b,str_interp,go,cpp,1.0,0.0
codeqwen,str_prepend,cpp,java,1.0,1.0
yicoder2b,logic_ops,py,c,1.0,0.0
qwen2.5coder2b,int_factors,go,cpp,1.0,0.0
magicoder7b,int_cmp,java,go,1.0,0.0
granitecode3b,str_interp,py,java,1.0,0.0
granitecode3b,file_rename,rs,py,1.0,0.0
granitecode3b,str_append,py,cpp,1.0,0.0
granitecode8b,bit_ops,cpp,c,1.0,0.0
magicoder7b,bit_ops,c,rs,1.0,0.0
stablecode,int_factors,go,java,1.0,0.0
codegemma7b,file_rename,c,cpp,1.0,0.0
qwen2.5coder2b,file_rename,js,rs,1.0,0.0
yicoder9b,dir_make,go,rs,1.0,1.0
stablecode,str_interp,cpp,py,1.0,0.0
codegemma7b,file_rename,rs,go,1.0,0.0
granitecode8b,str_prepend,js,cpp,1.0,0.0
granitecode8b,int_arith,js,c,1.0,0.0
yicoder2b,dir_make,c,py,1.0,0.0
qwen2.5coder2b,str_cmp,c,rs,1.0,0.0
stablecode,str_interp,go,cpp,1.0,0.0
codellama7b,int_arith,java,rs,1.0,0.0
codellama7b,bit_ops,cpp,java,1.0,0.0
stablecode,str_match,go,py,1.0,0.0
codellama7b,str_prepend,cpp,c,1.0,1.0
granitecode8b,str_cmp,go,java,1.0,1.0
stablecode,file_rename,java,py,1.0,0.0
codellama7b,str_substring,c,go,1.0,0.0
stablecode,int_arith,cpp,js,1.0,0.0
granitecode8b,file_rename,js,cpp,1.0,0.0
granitecode8b,file_rename,cpp,c,1.0,0.0
codeqwen,file_create,rs,c,1.0,0.0
granitecode8b,file_create,py,c,1.0,0.0
codellama7b,str_append,rs,c,1.0,1.0
dolphincoder7b,file_size,java,c,1.0,0.0
stablecode,str_substring,go,py,1.0,0.0
qwen2.5coder7b,str_cmp,java,cpp,1.0,1.0
granitecode8b,str_match,py,c,1.0,0.0
stablecode,file_create,go,js,1.0,0.0
codegemma7b,file_exists,java,cpp,1.0,0.0
qwen2.5coder7b,str_prepend,py,c,1.0,1.0
qwen2.5coder2b,str_concat,py,rs,1.0,0.0
codellama7b,str_interp,js,c,1.0,0.0
stablecode,int_factors,c,rs,1.0,0.0
codellama7b,dir_make,c,cpp,1.0,1.0
deepseekcoderv2,bit_ops,c,cpp,1.0,1.0
codeqwen,str_cmp,java,rs,1.0,0.0
granitecode8b,file_create,c,go,1.0,0.0
codeqwen,dir_make,rs,cpp,1.0,0.0
qwen2.5coder2b,file_size,js,rs,1.0,1.0
yicoder9b,str_prepend,c,go,1.0,1.0
granitecode3b,str_concat,js,c,1.0,0.0
stablecode,str_concat,rs,java,1.0,0.0
qwen2.5coder7b,file_create,java,cpp,1.0,0.0
stablecode,file_size,py,rs,1.0,0.0
qwen2.5coder2b,int_cmp,c,rs,1.0,0.0
deepseekcoder7b,bit_ops,go,py,1.0,1.0
codegemma7b,file_exists,c,go,1.0,0.0
magicoder7b,file_size,py,cpp,1.0,0.0
magicoder7b,int_cmp,go,java,1.0,1.0
deepseekcoder7b,bit_ops,rs,js,1.0,1.0
stablecode,str_concat,java,go,1.0,0.0
stablecode,logic_ops,py,java,1.0,0.0
granitecode8b,str_interp,rs,cpp,1.0,0.0
granitecode8b,file_create,js,c,1.0,0.0
granitecode8b,int_arith,py,c,1.0,0.0
qwen2.5coder2b,str_cmp,js,java,1.0,0.0
codegeex4,file_size,java,rs,1.0,1.0
yicoder2b,str_append,java,rs,1.0,1.0
codellama7b,file_size,js,go,1.0,0.0
codegemma7b,file_create,java,go,1.0,1.0
codeqwen,str_concat,js,c,1.0,1.0
magicoder7b,int_cmp,py,go,1.0,1.0
deepseekcoderv2,str_interp,rs,c,1.0,1.0
codeqwen,bit_ops,java,rs,1.0,1.0
qwen2.5coder2b,str_substring,c,go,1.0,0.0
yicoder9b,logic_ops,java,rs,1.0,1.0
magicoder7b,dir_make,go,c,1.0,1.0
dolphincoder7b,str_cmp,cpp,rs,1.0,0.0
codegemma7b,int_factors,rs,cpp,1.0,1.0
yicoder2b,str_match,js,cpp,1.0,0.0
magicoder7b,file_create,java,c,1.0,0.0
deepseekcoder7b,file_rename,rs,c,1.0,1.0
stablecode,file_create,rs,py,1.0,0.0
qwen2.5coder2b,bit_ops,cpp,java,1.0,0.0
stablecode,logic_ops,c,py,1.0,0.0
qwen2.5coder2b,file_create,java,go,1.0,0.0
dolphincoder7b,int_factors,js,java,1.0,1.0
stablecode,file_exists,c,rs,1.0,0.0
stablecode,str_substring,py,rs,1.0,0.0
codegemma7b,bit_ops,java,cpp,1.0,0.0
codellama7b,file_rename,py,go,1.0,0.0
codellama7b,str_interp,rs,js,1.0,0.0
qwen2.5coder7b,str_concat,go,rs,1.0,1.0
codellama7b,str_append,rs,go,1.0,1.0
codellama7b,bit_ops,go,rs,1.0,1.0
granitecode3b,str_substring,c,rs,1.0,0.0
qwen2.5coder7b,int_factors,java,rs,1.0,0.0
granitecode3b,str_prepend,java,c,1.0,0.0
qwen2.5coder2b,str_match,js,rs,1.0,0.0
stablecode,file_rename,c,go,1.0,1.0
magicoder7b,str_concat,rs,go,1.0,0.0
granitecode8b,logic_ops,js,rs,1.0,1.0
stablecode,bit_ops,go,rs,1.0,0.0
stablecode,str_match,py,rs,1.0,0.0
stablecode,int_factors,go,c,1.0,0.0
deepseekcoder7b,file_exists,py,cpp,1.0,0.0
dolphincoder7b,str_interp,py,java,1.0,1.0
qwen2.5coder7b,bit_ops,c,cpp,1.0,1.0
codegeex4,str_append,c,go,1.0,1.0
qwen2.5coder7b,file_create,go,rs,1.0,1.0
yicoder2b,file_create,js,rs,1.0,0.0
codeqwen,bit_ops,c,java,1.0,1.0
codeqwen,int_factors,js,cpp,1.0,0.0
qwen2.5coder7b,file_size,rs,cpp,1.0,0.0
stablecode,logic_ops,cpp,py,1.0,1.0
codegemma7b,int_factors,c,go,1.0,0.0
qwen2.5coder7b,str_prepend,py,rs,1.0,1.0
stablecode,bit_ops,java,js,1.0,0.0
codegemma7b,logic_ops,rs,go,1.0,1.0
codegeex4,dir_make,rs,cpp,1.0,0.0
granitecode8b,int_factors,py,c,1.0,0.0
yicoder2b,file_size,cpp,go,1.0,0.0
dolphincoder7b,int_factors,cpp,c,1.0,0.0
qwen2.5coder7b,str_cmp,cpp,go,1.0,1.0
codegemma7b,file_size,cpp,java,1.0,0.0
qwen2.5coder2b,file_rename,c,cpp,1.0,0.0
granitecode8b,file_exists,js,cpp,1.0,0.0
stablecode,str_cmp,java,js,1.0,0.0
granitecode3b,file_size,rs,c,1.0,0.0
codeqwen,bit_ops,py,java,1.0,0.0
dolphincoder7b,str_cmp,js,py,1.0,0.0
granitecode3b,str_append,rs,java,1.0,0.0
deepseekcoder7b,str_substring,py,go,1.0,0.0
magicoder7b,str_match,js,rs,1.0,0.0
yicoder2b,logic_ops,py,rs,1.0,0.0
codegeex4,str_substring,rs,go,1.0,1.0
yicoder9b,dir_make,py,cpp,1.0,0.0
magicoder7b,str_prepend,c,rs,1.0,0.0
granitecode3b,file_rename,go,c,1.0,0.0
stablecode,file_exists,java,py,1.0,0.0
yicoder2b,logic_ops,cpp,rs,1.0,0.0
qwen2.5coder2b,str_cmp,go,rs,1.0,1.0
deepseekcoder7b,file_create,go,cpp,1.0,0.0
granitecode8b,file_exists,js,c,1.0,0.0
codellama7b,bit_ops,py,cpp,1.0,1.0
granitecode3b,str_substring,go,js,1.0,1.0
codellama7b,str_interp,go,py,1.0,1.0
codeqwen,int_cmp,js,go,1.0,0.0
deepseekcoder7b,int_cmp,js,c,1.0,1.0
qwen2.5coder7b,bit_ops,js,rs,1.0,0.0
yicoder2b,file_create,java,cpp,1.0,0.0
dolphincoder7b,int_factors,go,cpp,1.0,0.0
codellama7b,str_match,js,go,1.0,0.0
granitecode8b,str_match,c,cpp,1.0,0.0
granitecode8b,str_substring,java,c,1.0,0.0
codegemma7b,logic_ops,js,go,1.0,0.0
qwen2.5coder7b,file_create,js,c,1.0,1.0
magicoder7b,bit_ops,go,js,1.0,1.0
dolphincoder7b,file_rename,rs,cpp,1.0,0.0
deepseekcoder7b,int_arith,rs,java,1.0,1.0
dolphincoder7b,logic_ops,js,rs,1.0,1.0
stablecode,str_cmp,java,c,1.0,0.0
codellama7b,logic_ops,java,cpp,1.0,0.0
codellama7b,str_cmp,java,c,1.0,1.0
stablecode,str_substring,c,java,1.0,0.0
qwen2.5coder2b,str_cmp,py,rs,1.0,0.0
deepseekcoderv2,dir_make,py,cpp,1.0,0.0
dolphincoder7b,int_factors,java,c,1.0,0.0
qwen2.5coder2b,file_exists,rs,c,1.0,0.0
granitecode3b,file_exists,py,go,1.0,0.0
yicoder2b,logic_ops,go,rs,1.0,1.0
granitecode8b,file_exists,java,c,1.0,0.0
granitecode3b,str_interp,rs,java,1.0,0.0
granitecode3b,str_cmp,cpp,c,1.0,0.0
stablecode,str_append,py,go,1.0,0.0
yicoder2b,file_rename,java,c,1.0,1.0
granitecode3b,str_cmp,py,rs,1.0,0.0
dolphincoder7b,file_create,java,cpp,1.0,0.0
granitecode8b,str_cmp,js,go,1.0,0.0
deepseekcoder7b,file_exists,js,rs,1.0,0.0
stablecode,int_factors,js,rs,1.0,0.0
yicoder2b,file_create,js,cpp,1.0,0.0
granitecode3b,file_size,py,cpp,1.0,0.0
deepseekcoderv2,str_substring,cpp,go,1.0,0.0
yicoder2b,int_arith,cpp,js,1.0,1.0
granitecode3b,bit_ops,java,c,1.0,0.0
codellama7b,str_match,rs,go,1.0,0.0
granitecode8b,str_prepend,py,c,1.0,0.0
codeqwen,file_create,java,rs,1.0,0.0
qwen2.5coder7b,file_size,py,c,1.0,1.0
codegeex4,file_rename,cpp,rs,1.0,0.0
stablecode,file_exists,cpp,js,1.0,0.0
stablecode,str_prepend,java,rs,1.0,0.0
stablecode,str_interp,cpp,rs,1.0,0.0
qwen2.5coder2b,int_cmp,cpp,rs,1.0,0.0
granitecode3b,int_factors,go,java,1.0,0.0
codellama7b,int_arith,cpp,rs,1.0,0.0
qwen2.5coder7b,file_create,py,rs,1.0,1.0
yicoder2b,int_cmp,go,rs,1.0,1.0
granitecode8b,file_size,js,cpp,1.0,0.0
codegemma7b,file_exists,rs,cpp,1.0,0.0
deepseekcoder7b,file_create,c,go,1.0,0.0
granitecode3b,int_cmp,js,c,1.0,0.0
qwen2.5coder7b,str_prepend,go,rs,1.0,1.0
codegemma7b,str_cmp,js,rs,1.0,0.0
stablecode,str_match,go,rs,1.0,0.0
qwen2.5coder7b,file_create,js,cpp,1.0,0.0
stablecode,bit_ops,py,rs,1.0,0.0
stablecode,file_rename,java,rs,1.0,0.0
qwen2.5coder2b,int_cmp,py,cpp,1.0,0.0
granitecode8b,str_concat,py,rs,1.0,0.0
stablecode,int_arith,go,cpp,1.0,0.0
yicoder2b,dir_make,c,rs,1.0,0.0
yicoder2b,str_cmp,c,go,1.0,0.0
dolphincoder7b,str_substring,java,cpp,1.0,0.0
